0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.1172827115191165E-9,5.162174854972209E-9,3.2517229798082397E-9,1.588421515975654E-9,5.589484572931353E-8,7.305859555635245E-7,3.042481050222773E-6,8.479243998797812E-6,1.778016869157224E-5,3.0858917478143035E-5,4.5642045064063356E-5,4.059224638953585E-5,2.533306259203634E-5,5.058718590623069E-6,9.888373244360818E-7,3.2190091465169336E-5,6.599487776340018E-5,8.833855863361271E-5,6.758285476096939E-5,3.969269228327929E-5,2.0429414805883348E-5,1.2222556773322827E-5,7.2933950377221015E-6,3.4650442961262782E-6,1.1892180511354854E-6,2.8112294561713037E-7,1.8305539257322255E-7,3.5148681212234783E-7,0.0,
0.0,1.2326862751847826E-8,5.978154534002592E-8,1.816951055908577E-7,0.0,0.0,3.527807933295979E-7,1.0666662592913544E-5,3.611862371769913E-5,8.692256247312047E-5,1.6095727148552878E-4,2.4787982940943615E-4,3.2880562535272814E-4,0.0033360920859953264,0.0,0.0,0.0,2.475389850023431E-4,3.481363042127176E-4,2.1343602144166873E-4,1.1159644733452281E-4,6.171801005629132E-5,4.086833715967734E-5,2.428688824127801E-5,1.1944611907854139E-5,3.595339763390583E-6,1.2043042877628549E-6,8.050635246419088E-7,1.5306062826455875E-6,0.0,
0.0,8.276315846602364E-9,6.520085162374194E-8,7.344481764751832E-7,0.0,0.0,0.0,2.7484689307143145E-6,4.272009325061414E-5,1.103469675660354E-4,2.137893226601006E-4,3.41544455068386E-4,4.624899629021144E-4,5.608546946937565E-4,1.5325977300379757E-4,1.6667679507346994E-4,1.853581705593018E-4,5.986584628446992E-4,3.584590235909662E-4,7.18769043923335E-5,6.982299686165257E-5,1.1194384659663911E-4,1.1229414813808855E-4,4.614160016814286E-5,2.862691146201832E-6,3.112712146403743E-6,3.4117582875281535E-6,2.5789538402315776E-6,4.815635925217904E-6,0.0,
0.0,8.88044498340442E-9,7.463528026115575E-8,1.0701966632496662E-7,2.9736104134813363E-8,3.508939592017195E-8,6.9526470716416625E-6,0.0,1.172065559434532E-5,1.0866626627761064E-4,2.2013566021845612E-4,3.643735683466399E-4,5.096771003981587E-4,6.291916070779388E-4,6.870603567748924E-4,6.878382763039359E-4,6.165763515607882E-4,5.062068123219465E-4,0.0022604851771533823,0.0,0.0,3.3228135820253686E-5,1.327195052313859E-5,5.037811004746284E-6,9.578941690014509E-6,2.218736578448505E-5,3.24529882739051E-5,2.610803446134237E-5,5.2545956253211786E-5,0.0,
0.0,1.4296248156261891E-8,1.1394182220856233E-7,1.4248496558933384E-7,1.3160035028978557E-7,9.301476492759844E-8,4.4340470267984333E-7,7.015329857631963E-7,1.741506437527616E-5,6.083612972047918E-5,1.5228978222076432E-4,2.888494015629007E-4,4.450905563955166E-4,5.746843521042523E-4,6.412096862857533E-4,6.346484947321939E-4,5.753168038328862E-4,4.6242163917415726E-4,3.271162366699513E-4,4.414418204294211E-5,1.857791197607553E-5,1.7380563854449432E-5,3.838849230287724E-6,1.3445475459889791E-6,5.143342778024575E-6,1.353539244769384E-5,2.119399814927719E-5,1.7018721473454068E-5,3.440508734439999E-5,0.0,
0.0,2.1342185940834388E-8,1.4555042227446258E-7,1.5208386144615208E-7,1.0258114780627375E-7,4.624657300215385E-8,2.549250158015214E-7,8.26611776958203E-7,4.746843289839558E-6,3.158837990948354E-5,1.038315110097745E-4,2.384003226452247E-4,4.106074006350881E-4,5.751993211499017E-4,6.754781093939161E-4,6.811114830785211E-4,5.955818843080394E-4,4.5587557100760406E-4,2.720958041989819E-4,1.2382357535516806E-4,2.4984766284583784E-5,1.554693468886821E-5,0.0,0.0,0.0,1.96697530091909E-6,1.1683948672198748E-5,8.716201294137987E-6,1.6718373668058052E-5,0.0,
0.0,1.2319499914683433E-7,8.750862870034362E-7,7.977268003293597E-7,4.481331630439628E-7,6.627325283591825E-8,8.344660180353276E-9,6.660383405388757E-8,5.031216933270624E-7,2.0199173058666868E-5,8.135864067407396E-5,2.1230263592223803E-4,4.0349156783751373E-4,6.15461935618377E-4,7.740659290546755E-4,8.168509834414369E-4,7.279986154278734E-4,5.493236220463166E-4,3.521264022924448E-4,0.0011068370498793713,0.0,0.0,0.0,0.0,0.0,1.3704594397521735E-5,6.33255269712187E-5,3.315199996103419E-5,3.4453251336177047E-5,0.0,
0.0,5.165607859630916E-7,4.650437080716494E-6,4.667187653054128E-6,1.2707211646953163E-5,0.0,0.0,0.0,0.0,0.0,1.7020751326835646E-5,2.027975505043294E-4,4.373143748166668E-4,7.410041608425031E-4,0.0010119739546809072,0.0011340188399852245,0.0010512645612188458,8.109580901143449E-4,5.208132518114069E-4,2.835544619785161E-4,3.401293772642332E-5,1.1232039773338524E-4,0.0,0.0,0.0,1.3347783865835721E-5,1.106141135920135E-5,3.902199812620547E-6,3.6688603427308912E-6,0.0,
0.0,1.4957280752184026E-6,1.4173385676377602E-5,2.504893855729258E-5,3.4214853072603595E-4,0.0,0.0,0.0,0.0,0.0,2.7440332748284874E-5,2.910733150318626E-4,6.804057413917171E-4,0.0012253753791819054,0.001758715095039216,0.0020705667093336385,0.0020331204279893725,0.0016874032051032836,0.0011941280303602027,7.270506393945102E-4,3.841997472496273E-4,1.904020733859655E-4,2.555000431675912E-5,1.750379596115848E-5,1.113019145368455E-5,2.2876476117939002E-5,7.027370914372839E-6,1.91372602574467E-6,1.9044876748547127E-6,0.0,
